"","Austria","Belgium","Croatia","Czech","Denmark","Developed","Emerging","Estonia","Finland","France","Frontier","Germany","Greece","Hungary","Ireland","Italy","Kazakhstan","Lithuania","Netherland","Norway","Poland","Portugal","Romania","Russia","Serbia","Slovenia","Spain","Sweden","Switzerland","Turkey","UK","World","Date"
"1",-0.00182790730342803,-0.000490375131597116,-0.0177538085372739,-0.00853093397166838,0.00213223868420194,0.00366380496459113,-0.00645842917098203,-0.00486624626155761,0.00168678536614123,0.00462620319027177,-0.00367486907416434,-0.00192170162722639,-0.00184217215834544,-0.00310927602839279,-0.0406668880204339,-0.0027078411928085,0.0163147298882785,-0.0397038535930368,0.00291372869169325,0.00270250255358623,0.00810790494488284,-0.00454276353178937,-0.0295495934655656,-0.0103834532748644,-0.00324656213736258,-0.00454927158349171,0.00454377954762934,0.00310544680344022,0.00191349489754457,0.00639491376724822,0.00952521482995038,-0.00447307353148863,2008-06-03
"2",-0.0177814700942658,0.000819014761455417,-0.0153681363523737,-0.00277837274863544,-0.00857390888650998,-0.0137440916179252,-0.0279205016849065,-0.0363166361590427,-0.0133796801955254,-0.0139150886540639,-0.0138536859362814,-0.00866918697311823,-0.0171952349676712,-0.0189756525108239,-0.0098206248030282,-0.0100035156325069,-0.00854910329267433,-0.000378901325653082,-0.0063222057138272,-0.0259765405407485,-0.0234249959970388,-0.0170244915929958,-0.0320605602604159,-0.0323788096210542,0.00783676171483744,-0.0113541663553094,-0.00841707791207781,-0.0173000527261478,-0.00614021939105498,-0.0189080408750437,-0.0208526384035955,-0.00309909856633063,2008-06-04
"3",0.0112268122596186,0.0173890366472527,0.000731479059402229,0.0156321867489196,0.00566004749177868,0.00444071458352197,0.00468176201313641,0.00963152668964126,-0.0154783549799618,0.00472218328425196,-0.00416137069429195,0.0032729488483721,0.00476084785437766,0.00503252765040251,0.0168969055703435,0.00696303575131448,-0.0111450878530583,0.0314542694354349,0.008487776740541,-0.00364588936778571,0.0115546914348617,0.009286269978035,0.00137062079337448,0.00265487256358659,0.0465901777456882,-0.00421685751967381,-0.00251204738062606,0.00379333839112183,0.00687878727266356,0.00501329300110899,0.00493938928669093,0.00931999336872511,2008-06-05
"4",-0.00362382382220404,-0.0154416971337021,0.0145151307920495,0.00925269419373741,-0.00201773554574225,-0.00721687757307017,0.00382698023146014,0.021497362496927,-0.00723841328150253,-0.00922338336768032,0.0151751354906055,-0.00677579322452911,0.00796419325460247,-0.0202478222761419,-0.0252808931944647,-0.0120426423564097,0.0209935080271564,0.0237747705532328,-0.0199861774030312,0.0351630300523777,-0.00115840639013157,-0.0028469588224492,0.0105438462290414,0.00859368673145212,0.0282389678140249,0.0138281377026442,-0.013028298611951,0.0127121949343441,-0.00621376604511074,-0.0178675830682794,-0.00747357379967049,-0.0147034841986783,2008-06-06
"5",-0.00975807124945835,-0.0215934629356464,-0.0181084097291505,-0.00399776853364278,0.000148610099075099,-0.00494209436335098,-0.0108675737978698,-0.0112094167636815,-0.00430274184143407,-0.00138928908063334,-0.00846883989782496,0.000829920741127868,-0.0274455815501493,-0.000319663186879236,-0.0366326817867238,-0.000998794731375543,-0.000662833319909718,-0.015428614116878,-0.00919935451831613,-0.0103828991232022,-0.0130760677427232,-0.00952471418938545,-0.00729687426126402,-0.0113659924414623,0.0246307333741571,-0.00839962867827059,-0.00775108806745765,-0.0289172777967832,-0.00908550559945517,-0.0143011095940301,-0.00203853506451548,-0.00500019129254642,2008-06-09
"6",-0.0330008739706709,-0.0270703058489715,-0.02960531989955,-0.0230027562033093,-0.0268824885316463,-0.0227748451173352,-0.0184645062399762,-0.0100663934894222,-0.0242473666346852,-0.0240925887871314,-0.0258705597802596,-0.0225834214750099,-0.0349434658420153,-0.0396056920551714,-0.0151305083001737,-0.0288744418113467,-0.0199054548863246,-0.0215468326371196,-0.0180100319386741,-0.0355613322401837,-0.0421113398573802,-0.0165796863909559,-0.0475124288887466,-0.0122869838022341,-0.0152008794659266,-0.0253707554105535,-0.0189505427063734,-0.0243460856791876,-0.0219754204894481,-0.0244124681533744,-0.0208620768038468,-0.0134417250668363,2008-06-10
"7",-0.0121147827036476,-0.0150028322482097,0.0014056904834849,0.00969195268048376,-0.00992277226790523,-0.0134417386818714,0.00210419111738223,0.00210409418892874,-0.0137633110183365,-0.0167987710224179,-0.000924971799900268,-0.0140611829821848,-0.00661458768560756,-0.00802335544736832,-0.0207248465178482,-0.0165447395709311,-0.0082653710860996,-0.00503984333416711,-0.0118733618533642,-0.0066067803441609,-0.0197193207066694,-0.00703866245734524,0.00947487238717522,0.00675004389660035,-0.0277447644616577,0.00200099305003288,-0.0111185981476001,-0.0140982265960791,-0.0107975897352188,-0.0085404525386826,-0.0129310108406798,-0.0109140434671107,2008-06-11
"8",0.011980403110888,0.0114724380196591,-0.0138227733137595,-0.00371525858748011,-0.00458838362071307,0.00101230484379728,0.00131451665754757,-0.0203485725926741,-0.00537892232528745,-0.00460090319572615,-0.00644517705873548,0.00116197869401716,-0.0212162102458513,0.00813895828078046,0.0026982560148665,-0.00325196405071806,0.0126091756053475,-0.010476433932072,0.00610731234659869,0.00245927289988701,0.00520307554628475,-0.00122826723897763,-0.0156256339421832,-0.000668756089422763,0.0262966037395856,-0.0203922232489419,0.0141126241139151,0.00138877591426748,-0.00229758706765743,0.0121868414577938,0.00293933393310399,-0.00401856192697038,2008-06-12
"9",-0.00258111752053015,-0.00520106132874092,0.00116205074842341,-0.00296172109670338,-0.00163650845794149,3.10821297072365e-05,0.000189148150852619,-0.0020349662195308,0.00533471572965613,-0.00223247300953239,-0.0113137751381954,0.00194501259002781,-0.0321634583205157,0.0129137267961786,0.00229957933263945,-0.00264004773420249,-0.0196660246791788,-0.00199936945007469,-0.00549444068306465,-0.000464908840025024,-0.000752415417038778,-0.00498144939533595,-0.00188865768433932,0.000699590774509577,0.00487939505317594,-0.0185361285677865,0.00669487663776637,-0.00266718972198648,-0.000663914584043346,-0.00740773814007349,0.00189711736091154,0.00866578784726676,2008-06-13
"10",0.0129727992608062,0.000893320005422923,0.0154895724572487,0.003727390165742,0.0135956675807779,0.00533020474018098,0.00836805265980619,0.009118252966878,0.000709669734426439,0.00322687863222921,0.00543759504455543,0.00393246507854303,0.00762830424785711,-0.00706688325406009,0.00202385482015314,0.00388066095379529,-0.000280131598965775,0.00595521551943808,0.0029465637474566,0.0276586591355731,-0.00332327240315024,0.00525688187904173,0.00548032995991554,0.0103517964968076,0.00872726293798429,0.00587029799385506,-0.00661909550409667,0.0130117475604313,0.00356928261486204,0.0172778145234829,0.00840986664094596,0.00522211878675247,2008-06-16
"11",0.015818461468571,0.00893409638089344,0.00651143462419083,0.0195589275960591,0.0272229330885267,0.00739096012356116,0.0145720325696955,0.0103753577096209,0.0038217259563717,0.00897260572408406,0.000296448624814628,0.0128218267127851,-0.0103735080725863,0.00919672432115967,0.0114638098428986,0.00783256249784942,-0.00315063856794145,0.00494342824782477,0.0013307665614819,0.00626006294915406,0.0132355486837269,0.00745019960922564,0.00669075889033606,0.0141865371377836,0.00370105678400253,-0.00288753597873336,0.00749998309092077,0.0115433469508339,0.00198739939767792,0.0187646512312308,0.00573572125441018,0.000775115693147117,2008-06-17
"12",-0.0155064008892784,-0.0246792452543683,-0.00498826609527417,0.0136056970672642,-0.0192453546901358,-0.0141143783494011,-0.00531673458686598,0.0154105603634471,-0.0130987522265585,-0.0146782400464171,-0.0102568977514512,-0.00984514732423115,-0.00713295238131744,0.00394370864369975,-0.0280621470878385,-0.0155371299808905,-0.00854878435496534,0.010450111433712,-0.0189107242211609,-0.0110135126930799,-0.016065131590578,-0.00808592753909163,-0.0317530038715474,-0.00411498268671813,-0.0132388058046995,-0.0131603103741155,-0.0186437626049234,-0.0223430710799188,-0.00520604344610638,-0.0195181962589363,-0.0152628783670579,-0.00812902281747198,2008-06-18
"13",-0.0137822989923325,-0.02743912420615,-0.0198415843725575,0.00864372014463693,-0.00139931312603555,-0.00668842990379525,0.00089388968543524,-0.0138107937605674,-0.0243586522205091,-0.00781879730776304,-0.0101933575697339,-0.00155673161871002,-0.00786703996147893,-0.00436032057571665,0.00848097980822825,-0.00786096738148074,0.00425790971660882,-0.00294449762447169,-0.0239536811293078,-0.00458362183427228,0.0149899546600141,-0.0239409079097422,-0.0292557469848858,-0.00141448243661406,-0.0168759133147496,-0.0122280667737101,-0.00711194721104985,-0.011238858240285,-0.00995510473467904,0.00065990320345258,-0.00224481354469181,-0.00460958397106704,2008-06-19
